date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:59	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jul%202024%2016:23:48%20GMT	https://dailyhousie.com/checkLegitimacy.php	C:/users/Jay/Subh/dailyhousie.com/checkLegitimacy.php	(from https://dailyhousie.com/ticket100010.html)
21:53:59	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jul%202024%2016:23:59%20GMT	http://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/home.dd281.delayed	(from https://dailyhousie.com/ticket100010.html)
21:54:00	4977/4977	---M-Z	200	added ('OK')	text/html	etag:%221371-6623afd2-76fd0017e205d722;gz%22	https://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/homed281.html	(from https://dailyhousie.com/ticket100010.html)
21:54:10	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jul%202024%2016:24:01%20GMT	https://dailyhousie.com/Ui/adminUi	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi.10.delayed	(from https://dailyhousie.com/ticket100010.html)
21:54:10	51246/51246	---M-Z	200	added ('OK')	text/html	etag:%22c82e-66314ba8-13660db86d9e9a09;gz%22	https://dailyhousie.com/Ui/adminUi/	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/index.html	(from https://dailyhousie.com/ticket100010.html)
21:54:11	255751/255751	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Dec%202014%2018:19:44%20GMT	http://www.fun-lover.com/mirrors/0i4i/theme/west2/png/hdrs1.png	C:/users/Jay/Subh/www.fun-lover.com/mirrors/0i4i/theme/west2/png/hdrs1.png	(from https://dailyhousie.com/ticket100010.html)
21:54:16	259843/259843	---M--	200	added ('OK')	image/png	etag:%223f703-62d9127c-def7a513de1361b8;;;%22	http://starttambola.com/publish/themeStore/db/100008/img/bg.png	C:/users/Jay/Subh/starttambola.com/publish/themeStore/db/100008/img/bg.png	(from https://dailyhousie.com/ticket100010.html)
21:54:16	268075/268075	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2016:23:46%20GMT	https://dailyhousie.com/Ui/imgAsset/banner.png?v=7	C:/users/Jay/Subh/dailyhousie.com/Ui/imgAsset/bannerbea6.png	(from https://dailyhousie.com/ticket100010.html)
21:54:16	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jul%202024%2016:24:10%20GMT	https://dailyhousie.com/Ui/agentUi	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi	(from https://dailyhousie.com/ticket100010.html)
21:54:17	27181/27181	---M-Z	200	added ('OK')	text/html	etag:%226a2d-6608a1e4-1202dacdcd25649b;gz%22	https://dailyhousie.com/Ui/agentUi/	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/index.html	(from https://dailyhousie.com/ticket100010.html)
21:54:17	21059/21059	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2016:24:17%20GMT	https://dailyhousie.com/Ui/imgAsset/chat.png	C:/users/Jay/Subh/dailyhousie.com/Ui/imgAsset/chat.png	(from https://dailyhousie.com/ticket100010.html)
21:54:18	466/466	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:18%20GMT	https://dailyhousie.com/Ui/userUi/php/getAnnouncementTxt.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getAnnouncementTxt.html	(from https://dailyhousie.com/ticket100010.html)
21:54:18	79/79	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:18%20GMT	https://dailyhousie.com/Ui/userUi/php/getBookingStatistic.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getBookingStatistic.html	(from https://dailyhousie.com/ticket100010.html)
21:54:18	38/38	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:18%20GMT	https://dailyhousie.com/Ui/userUi/php/getAnnouncement.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getAnnouncement.html	(from https://dailyhousie.com/ticket100010.html)
21:54:18	1087/1087	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:18%20GMT	https://dailyhousie.com/api/gameApi/getGameStatus.php	C:/users/Jay/Subh/dailyhousie.com/api/gameApi/getGameStatus.html	(from https://dailyhousie.com/ticket100010.html)
21:54:19	64439/64439	---M--	200	added ('OK')	audio/mpeg	etag:%22fbb7-6608a1e4-14c29f0fae52d2c5;;;%22	https://dailyhousie.com/tambolaCallMp3/please%20book%20ticket.mp3	C:/users/Jay/Subh/dailyhousie.com/tambolaCallMp3/please%20book%20ticket.mp3	(from https://dailyhousie.com/ticket100010.html)
21:54:19	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jul%202024%2016:24:19%20GMT	https://dailyhousie.com/	C:/users/Jay/Subh/dailyhousie.com/index.html	(from https://dailyhousie.com/ticket100010.html)
21:54:19	49719/49719	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:19%20GMT	https://dailyhousie.com/Ui/userUi/php/getAvailableTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getAvailableTicket.html	(from https://dailyhousie.com/ticket100010.html)
21:54:19	4907/4907	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:19%20GMT	https://dailyhousie.com/Ui/userUi/php/getAgentList.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getAgentList.html	(from https://dailyhousie.com/ticket100010.html)
21:54:20	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Mar%202024%2017:01:27%20GMT	https://starttambola.com/ticketImg/-src-.png	C:/users/Jay/Subh/starttambola.com/ticketImg/-src-.1a.delayed	(from https://dailyhousie.com/ticket100010.html)
21:54:20	516/516	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:20%20GMT	https://dailyhousie.com/Ui/userUi/php/searchAllTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/searchAllTicket.html	(from https://dailyhousie.com/ticket100010.html)
21:54:21	69073/69073	---M-Z	200	added ('OK')	text/html	etag:%2210dd1-6608a1e4-d5d4116b8186f6fe;gz%22	https://dailyhousie.com/home100010.html	C:/users/Jay/Subh/dailyhousie.com/home100010.html	(from https://dailyhousie.com/ticket100010.html)
21:54:22	25499/25499	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2016:24:20%20GMT	http://tse2.mm.bing.net/th/id/OIP.hVYORIt3OBFIsZVM1NiFtAHaE8?pid=ImgDet&rs=1	C:/users/Jay/Subh/tse2.mm.bing.net/th/id/OIPe0bd.jpg	(from https://dailyhousie.com/ticket100010.html)
21:54:22	343/343	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:21%20GMT	https://dailyhousie.com/api/chatApi/chatSend.php	C:/users/Jay/Subh/dailyhousie.com/api/chatApi/chatSend.html	(from https://dailyhousie.com/ticket100010.html)
21:54:22	28/28	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:22%20GMT	https://dailyhousie.com/api/chatApi/getChat.php	C:/users/Jay/Subh/dailyhousie.com/api/chatApi/getChat.html	(from https://dailyhousie.com/ticket100010.html)
21:54:22	171/171	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:22%20GMT	https://dailyhousie.com/api/chatApi/chatInitiat.php	C:/users/Jay/Subh/dailyhousie.com/api/chatApi/chatInitiat.html	(from https://dailyhousie.com/ticket100010.html)
21:54:22	195/195	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:22%20GMT	https://dailyhousie.com/api/chatApi/autoChatInitiate.php	C:/users/Jay/Subh/dailyhousie.com/api/chatApi/autoChatInitiate.html	(from https://dailyhousie.com/ticket100010.html)
21:54:24	39244/39244	---M--	200	added ('OK')	image/png	etag:%22994c-635982f2-36adcb057b3d90de;;;%22	http://starttambola.com/publish/themeStore/db/100010/img/bg.png	C:/users/Jay/Subh/starttambola.com/publish/themeStore/db/100010/img/bg.png	(from https://dailyhousie.com/ticket100010.html)
21:54:24	228/228	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:23%20GMT	https://dailyhousie.com/Ui/userUi/php/getCurrentAudioAnnouncement.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/getCurrentAudioAnnouncement.html	(from https://dailyhousie.com/Ui/userUi/js/audioAnnouncementLisenner.js)
21:54:24	1166/1166	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Mar%202024%2017:01:27%20GMT	https://starttambola.com/robots.txt		(from https://dailyhousie.com/ticket100010.html)
21:54:25	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64dc8951-ad9fa2cbed685ea4;gz%22	https://oncdigital.in/robots.txt		(from https://dailyhousie.com/ticket100010.html)
21:54:25	217/217	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:25%20GMT	https://oncdigital.in/checkLegitimacy/checkReg.php	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/checkReg.html	(from https://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com)
21:54:25	49573/49573	---M--	200	added ('OK')	image/png	etag:%22c1a5-64eceb4d-5d8f7e426bf8ab7e;;;%22	https://oncdigital.in/checkLegitimacy/cer.png	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/cer.png	(from https://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com)
21:54:25	176053/176053	---M--	200	added ('OK')	image/png	etag:%222afb5-64eceb4d-2e36ebddfa0d86f2;;;%22	https://oncdigital.in/checkLegitimacy/notCer.png	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/notCer.png	(from https://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com)
21:54:25	4977/4977	---M-Z	200	added ('OK')	text/html	etag:%221371-6623afd2-76fd0017e205d722;gz%22	https://oncdigital.in/checkLegitimacy/home.html?domain=	C:/users/Jay/Subh/oncdigital.in/checkLegitimacy/home59bb.html	(from https://oncdigital.in/checkLegitimacy/home.html?domain=dailyhousie.com)
21:54:26	95931/95931	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	C:/users/Jay/Subh/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:26	88620/88620	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e9d-15a2c%22	https://cdnjs.cloudflare.com/ajax/libs/html2canvas/0.4.1/html2canvas.js	C:/users/Jay/Subh/cdnjs.cloudflare.com/ajax/libs/html2canvas/0.4.1/html2canvas.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:27	905956/905956	---M-Z	200	added ('OK')	application/javascript	etag:%2261309340-3b2c3%22	https://cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js	C:/users/Jay/Subh/cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:27	61026/61026	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ee62-66317b14-ac5faa3803cb528d;gz%22	https://dailyhousie.com/Ui/adminUi/js/home.js?v=90	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/js/home07b2.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:27	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6608a1e4-9f5ffde97eb73a74;;;%22	https://dailyhousie.com/Ui/adminUi/js/printPdf.js	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/js/printPdf.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:27	11170/11170	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ba2-6608a1e4-4b7b528581542961;gz%22	https://dailyhousie.com/Ui/adminUi/js/ticketTypeDetector.js?v=16	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/js/ticketTypeDetectorfb74.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:28	367/367	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216f-6608a1e4-3a1b04e992fefa35;gz%22	https://dailyhousie.com/Ui/adminUi/js/filterChar.js	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/js/filterChar.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:28	3952/3952	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f70-6608a1e4-c55677ac6294f955;gz%22	https://dailyhousie.com/Ui/adminUi/js/audioAnnouncement.js	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/js/audioAnnouncement.js	(from https://dailyhousie.com/Ui/adminUi/)
21:54:28	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jul%202024%2016:24:28%20GMT	https://dailyhousie.com/Ui/adminUi/php/printPoster.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/printPoster.php	(from https://dailyhousie.com/Ui/adminUi/)
21:54:29	20349/20349	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f7d-6608a1e4-3e836da24dc33de1;gz%22	https://dailyhousie.com/Ui/agentUi/js/home.js?v=53	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/js/home41c3.js	(from https://dailyhousie.com/Ui/agentUi/)
21:54:29	527455/527455	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2016:24:28%20GMT	https://dailyhousie.com/Ui/imgAsset/wallpaper.png	C:/users/Jay/Subh/dailyhousie.com/Ui/imgAsset/wallpaper.png	(from https://dailyhousie.com/Ui/adminUi/)
21:54:29	11170/11170	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ba2-6608a1e4-fc539ed214e3903c;gz%22	https://dailyhousie.com/Ui/agentUi/js/ticketTypeDetector.js?v=1	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/js/ticketTypeDetector3860.js	(from https://dailyhousie.com/Ui/agentUi/)
21:54:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7d3fc73fa63acbad;gz%22	https://dailyhousie.com/Ui/userUi/php/checkLegitimacy.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/checkLegitimacy.php	(from https://dailyhousie.com/Ui/userUi/php/getAnnouncementTxt.php)
21:54:30	411/411	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219b-6608a1e4-c22c4a795a10cb30;gz%22	https://dailyhousie.com/Ui/userUi/js/filter.js	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/js/filter.js	(from https://dailyhousie.com/home100010.html)
21:54:30	31571/31571	---M--	200	added ('OK')	audio/mpeg	etag:%227b53-6608a1e4-ab566142239984b6;;;%22	https://dailyhousie.com/Ui/sfx/betit.mp3	C:/users/Jay/Subh/dailyhousie.com/Ui/sfx/betit.mp3	(from https://dailyhousie.com/home100010.html)
21:54:30	400/400	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:30%20GMT	https://dailyhousie.com/Ui/userUi/php/searchTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/searchTicket.html	(from https://dailyhousie.com/home100010.html)
21:54:30	2032/2032	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:30%20GMT	https://dailyhousie.com/Ui/userUi/php/searchTicketByWinType.php	C:/users/Jay/Subh/dailyhousie.com/Ui/userUi/php/searchTicketByWinType.html	(from https://dailyhousie.com/home100010.html)
21:54:31	49721/49721	---M--	200	added ('OK')	audio/mpeg	etag:%22c239-6608a1e4-430802bdae3eb7c0;;;%22	https://dailyhousie.com/tambolaCallMp3/game%20has%20started.mp3	C:/users/Jay/Subh/dailyhousie.com/tambolaCallMp3/game%20has%20started.mp3	(from https://dailyhousie.com/home100010.html)
21:54:31	364115/364115	---M--	200	added ('OK')	audio/mpeg	etag:%2258e53-6608a1e4-f36c2f94e863175;;;%22	https://dailyhousie.com/tambolaCallMp3/GAME%20IS%20LIVE.mp3	C:/users/Jay/Subh/dailyhousie.com/tambolaCallMp3/GAME%20IS%20LIVE.mp3	(from https://dailyhousie.com/home100010.html)
21:54:31	191317/191317	---M--	200	added ('OK')	audio/mpeg	etag:%222eb55-6608a1e4-cab306607fa1c6b;;;%22	https://dailyhousie.com/Ui/sfx/winning.mp3	C:/users/Jay/Subh/dailyhousie.com/Ui/sfx/winning.mp3	(from https://dailyhousie.com/home100010.html)
21:54:31	33106/33106	---M--	200	added ('OK')	audio/mpeg	etag:%228152-6608a1e4-5bba5f299621ee43;;;%22	https://dailyhousie.com/Ui/sfx/loss.mp3	C:/users/Jay/Subh/dailyhousie.com/Ui/sfx/loss.mp3	(from https://dailyhousie.com/home100010.html)
21:54:32	93741/93741	---M--	200	added ('OK')	audio/mpeg	etag:%2216e2d-6608a1e4-b65ea413bd10b49;;;%22	https://dailyhousie.com/tambolaCallMp3/GAME%20IS%20OVER.mp3	C:/users/Jay/Subh/dailyhousie.com/tambolaCallMp3/GAME%20IS%20OVER.mp3	(from https://dailyhousie.com/home100010.html)
21:54:33	194/194	---MC-	400	error ('Bad%20Request')	text/html	date:Tue,%2030%20Jul%202024%2016:24:31%20GMT	http://tse2.mm.bing.net/robots.txt		(from https://dailyhousie.com/ticket100010.html)
21:54:33	53752/53752	---M--	200	added ('OK')	audio/mpeg	etag:%22d1f8-6608a1e4-d0c3d14d751de10f;;;%22	https://dailyhousie.com/tambolaCallMp3/congratulations.mp3	C:/users/Jay/Subh/dailyhousie.com/tambolaCallMp3/congratulations.mp3	(from https://dailyhousie.com/home100010.html)
21:54:33	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:33%20GMT	https://dailyhousie.com/Ui/adminUi/php/searchTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/searchTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:35	7/7	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:34%20GMT	https://dailyhousie.com/Ui/adminUi/php/sendPasswordToEmail.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/sendPasswordToEmail.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:35	38/38	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:35%20GMT	https://dailyhousie.com/Ui/adminUi/php/getAnouncement.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getAnouncement.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:35	188/188	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:35%20GMT	https://dailyhousie.com/Ui/adminUi/php/saveAnnouncement.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/saveAnnouncement.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:35	178/178	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:35%20GMT	https://dailyhousie.com/Ui/adminUi/php/login.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/login.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:35	51246/51246	---M-Z	200	added ('OK')	text/html	etag:%22c82e-66314ba8-13660db86d9e9a09;gz%22	https://dailyhousie.com/Ui/adminUi/home.html	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/home.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:36	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:35%20GMT	https://dailyhousie.com/Ui/adminUi/php/saveJsonFile.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/saveJsonFile.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:36	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:36%20GMT	https://dailyhousie.com/Ui/adminUi/php/getJsonFile.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getJsonFile.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:36	371/371	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:36%20GMT	https://dailyhousie.com/Ui/adminUi/php/getBusinessInfo.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getBusinessInfo.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:36	616/616	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:36%20GMT	https://dailyhousie.com/Ui/adminUi/php/getDividentList.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getDividentList.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:36	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:36%20GMT	https://dailyhousie.com/Ui/adminUi/php/getSoldTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getSoldTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:37	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:37%20GMT	https://dailyhousie.com/Ui/adminUi/php/getAgentList.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getAgentList.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:37	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:37%20GMT	https://dailyhousie.com/Ui/adminUi/php/getAllTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getAllTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:37	157/157	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:37%20GMT	https://dailyhousie.com/Ui/adminUi/php/getRenewJson.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getRenewJson.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:37	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:37%20GMT	https://dailyhousie.com/Ui/adminUi/php/getTicketDetail.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getTicketDetail.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:37	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:37%20GMT	https://dailyhousie.com/Ui/adminUi/php/getAgentDetail.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getAgentDetail.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:38	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:38%20GMT	https://dailyhousie.com/Ui/adminUi/php/addAgent.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/addAgent.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:38	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:38%20GMT	https://dailyhousie.com/Ui/adminUi/php/saveAgent.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/saveAgent.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:38	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:38%20GMT	https://dailyhousie.com/Ui/adminUi/php/delAgent.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/delAgent.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:38	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:38%20GMT	https://dailyhousie.com/Ui/adminUi/php/saveTNO.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/saveTNO.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
